Vnum	LocalizedName
2689	Zodyak Öcü Celladı
2690	Zodyak Öcü Okçusu
2691	Zodyak Savaş Öcüsü
2692	Zodyak Öcü Büyücüsü
2700	Vargulf
2701	Vargulf Askeri
2702	Vargulf Generali
2703	Kerberos
2704	Yılan Kerberos
2705	Ejder Kerberos
2706	Kentor
2707	Kentor Savaşçısı
2708	Kentor Generali
2709	Moloch
2710	Moloch Savaşçısı
2711	Moloch Generali
2712	Ölüm Kanadı
2713	Çürük Ölüm Kanadı
2714	Küflü Ölüm Kanadı
2715	Zefir
2716	Zefir Savaşçısı
2717	Zefir Generali
2718	Uruk
2719	Uruk Savaşçısı
2720	Uruk Generali
2721	Fantilla
2722	Fantilla Savaşçısı
2723	Fantilla Generali
2724	Spartalı
2725	Spartalı Asker
2726	Spartalı General
2727	Kemik Gladyatör
2728	Kemik Gladyatör Askeri
2729	Kemik Gladyatör Generali
2730	Uğur Böceği Yay
2731	Uğur Böceği Dev
2732	Uğur Böceği Başak
2733	Demir Okçu
2734	Demir Savaşçı
2735	Demir General
2736	Kaçak
2737	Damage_Trap
2750	Zi Subayı
2751	Zi Bekçisi
2752	Zi Generali
2760	Chou Subayı
2761	Chou Bekçisi
2762	Chou Generali
2770	Yin Subayı
2771	Yin Bekçisi
2772	Yin Generali
2780	Mao Subayı
2781	Mao Bekçisi
2782	Mao Generali
2790	Chen Subayı
2791	Chen Bekçisi
2792	Chen Generali
2800	Si Subayı
2801	Si Bekçisi
2802	Si Generali
2810	Wu Subayı
2811	Wu Bekçisi
2812	Wu Generali
2820	Wei Subayı
2821	Wei Bekçisi
2822	Wei Generali
2830	Shen Subayı
2831	Shen Bekçisi
2832	Shen Generali
2840	Yu Subayı
2841	Yu Bekçisi
2842	Yu Generali
2850	Xu Subayı
2851	Xu Bekçisi
2852	Xu Generali
2860	Hai Subayı
2861	Hai Bekçisi
2862	Hai Generali
2900	Fare Metini
2901	Manda Metini
2902	Kaplan Metini
2903	Ejder Metini
2904	Yılan Metini
2905	At Metini
2906	Keçi Metini
2907	Maymun Metini
2908	Köpek Metini
3001	Gnoll Savaşçı
3002	Gnoll Okçu
3003	Gnoll Savunucu
3004	Gnoll Büyücü
3005	Gnoll General
3090	Lord Gnoll
3091	Baş Gnoll Nöbetçi
3101	Tekgözlü Kavgacı
3102	Kiklop Asker
3103	Kiklop Büyücü
3104	Kiklop Cellat
3105	General Outis
3190	Arges
3191	Polyphemos
3201	Mantikor Savaşçı
3202	Mantikor Asker
3203	Mantikor Büyücü
3204	Mantikor Cellat
3205	General Kor
3290	Rakshasa
3291	Martyaxwar
3301	Lemur Savaşçı
3302	Lemur Asker
3303	Lemur Büyücü
3304	Lemur Cellat
3305	Lemur General
3390	Lemur Prensi
3391	Lemur Muhafız
3401	Triton Murana
3402	Köpekbalığı Askeri
3403	Triton Büyücü
3404	Triton Avcı
3405	Triton Usturacı
3490	General Kappa
3491	Triton
3501	Kızılhırsız Amazon
3502	Kızılhırsız Katil
3503	Kızılhırsız Büyücü
3504	Kızılhırsız Cellat
3505	Siyah General
3551	Zalim Kızılhırsız Amazon
3552	Zalim Kızılhırsız Katil
3553	Zalim Kızılhırsız Büyücü
3554	Zalim Kızılhırsız Cellat
3555	Beyaz General
3590	Kemiksurat
3591	Kızıl Reis
3595	Zalim Kemiksurat
3596	Zalim Kızıl Reis
3601	Yengeç Savaşçı
3602	Akrep Savaşçı
3603	Karides Asker
3604	Şeytani Keşiş
3605	Zırhlı Yengeç
3690	General Istakoz
3691	Kral Yengeç
3701	Devasa Dişlek
3702	Dev Kasap
3703	Dev Büyücü
3704	Yarım Dünya
3705	Kaptan Kanca
3790	Gargoyle
3791	Kral Voba
3801	Cellatork
3802	Okçu Öcü
3803	Kavgacı Öcü
3804	Öcü Büyücü
3805	General Öcü
3890	Kaptan Şrak
3891	Dev Öcü
3901	Daladam
3902	Eoten
3903	Ruhlu Ağaç
3904	Kaptan Kanca
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Karnifeks
3909	General Albus
3910	Skeletos
3911	Aku Beku
3912	Arboretum
3913	Sekomor
3949	Portal: Yeni kıta
3950	Kappa
3951	Lagun Kappası
3952	Okyanus Kappası
3953	Kappa lideri
3954	Murana askeri
3955	Okyanus Murana savaşçısı
3956	Siren kraliçesi
3957	Hidra'nın yavrusu
3958	Hidra'nın yavrusu
3959	Hidra'nın yavrusu
3960	Hidra
3961	Hidra
3962	Hidra
3963	Hidra
3964	Hidra
3965	Hidra'nın hazinesi
3970	
3971	Kuzey Rüzgarı kristali
3972	Kuzey-R.D. 415 136
3973	Kuzey-R.D. 94 139
3980	Ateş elementeri
3981	Buz elementeri
3982	Şimşek elementeri
3983	Rüzgar elementeri
3984	Toprak elementeri
3985	Karanlık elementeri
3986	Kor ruhu
3987	Buz ruhu
3988	Elektrik ruhu
3989	Hava ruhu
3990	Taş ruhu
3991	Alacakaranlık ruhu
3992	Yangın hükumdarı
3993	Buzul hükumdarı
3994	Yıldırım hükumdarı
3995	Fırtına hükumdarı
3996	Toprak hükumdarı
3997	Gece hükumdarı
3998	Elementer dünyası
3999	Çıkış
4000	Ateş Metini
4001	Buz Metini
4002	Şimşek Metini
4003	Rüzgar Metini
4004	Toprak Metini
4005	Gece Metini
4006	Elementer korucusu
4019	Cehennem kulesi girişi
4020	Sung Mahi'nin C. Kulesi
4021	Cehennem kulesi mührü
4022	Yılan Tapınağı portalı
4023	Kat değiştir
4024	Yılan başı
4025	Yılan başı
4026	Yılan başı
4027	Yılan başı
4030	Beyaz ejderha yumurtası
4101	Son devir bekçisi Zi
4102	Son devir bekçisi Chou
4103	Son devir bekçisi Yin
4104	Son devir bekçisi Mao
4105	Son devir bekçisi Chen
4106	Son devir bekçisi Si
4107	Son devir bekçisi Wu
4108	Son devir bekçisi Wei
4109	Son devir bekçisi Shen
4110	Son devir bekçisi Yu
4111	Son devir bekçisi Xu
4112	Son devir bekçisi Hai
4121	Son devir bekçisi Zi
4122	Son devir bekçisi Chou
4123	Son devir bekçisi Yin
4124	Son devir bekçisi Mao
4125	Son devir bekçisi Chen
4126	Son devir bekçisi Si
4127	Son devir bekçisi Wu
4128	Son devir bekçisi Wei
4129	Son devir bekçisi Shen
4130	Son devir bekçisi Yu
4131	Son devir bekçisi Xu
4132	Son devir bekçisi Hai
4141	Çöküş Metini
4142	Kimsesizlik Metini
4143	Lanet kapısı
4144	Kıyamet Metini
4145	Son devir Henkogu
4146	Son devir Henkogu
4147	Son devir Kappası
4148	Son devir okyanus Kappa
4149	Son devir Chuongu
4150	Arkan son devir Chuong
4151	Son devir büyücüsü
4152	Arkan son devir büyücüsü
4200	ZÇ: Setaou Savaşçısı
4201	ZÇ: Setaou Savaşçısı
4202	ZÇ: Setaou Mistik
4203	ZÇ: Setaou Askeri
4204	ZÇ: Setaou Okçusu
4205	ZÇ: Setaou Yargıcı
4206	ZÇ: Setaou Komutanı
4207	ZÇ: Yüzbaşı Yonghan
4208	ZÇ: Yüzbaşı Yonghan
4209	ZÇ: General Yonghan
4210	ZÇ: General Yonghan
4220	ZÇ: Kor Alev Hayaleti
4221	ZÇ: Kor Alev Kaplanı
4222	ZÇ: Kor Alev
4223	ZÇ: Kor Alev Savaşçısı
4224	ZÇ: Kor Alev Kralı
4225	ZÇ: Kor Alev Golemi
4226	ZÇ: Kor Alev Sakallısı
4227	ZÇ: Kor Alev Generali
4228	ZÇ: Kor Alev Lordu
4229	ZÇ: İgnatör
4240	ZÇ: Ayaz Kristali
4241	ZÇ: Ayaz Böceği
4242	ZÇ: Ayaz Adam
4243	ZÇ: Ayaz Yetisi
4244	ZÇ: Ayaz Golemi
4245	ZÇ: Ayaz Trolü
4246	ZÇ: Ayaz Sakal
4247	ZÇ: Ayaz Generali
4248	ZÇ: Ayaz Lordu
4249	ZÇ: Magma Yeti
4260	ZÇ: En-Tai Dövüşçüsü
4261	ZÇ: En-Tai Savaşçısı
4262	ZÇ: En-Tai Rahibi
4263	ZÇ: En-Tai Şifacısı
4264	ZÇ: En-Tai İmhacısı
4265	ZÇ: En-Tai Hükümdarı
4266	ZÇ: Ochao Şifacısı
4267	ZÇ: En-Tai Dövüşçüsü
4268	ZÇ: En-Tai Savaşçısı
4269	ZÇ: En-Tai Rahibi
4270	ZÇ: En-Tai Şifacısı
4271	ZÇ: En-Tai İmhacısı
4272	ZÇ: Bagjanamu
4273	ZÇ: Ochao Askeri
4274	ZÇ: Ochao Büyücüsü
4275	ZÇ: Ochao Celladı
4276	ZÇ: Ochao Generali
4280	TS: Setaou Savaşçısı
4281	TS: Setaou Avcısı
4282	TS: Setaou Mistik
4283	TS: Setaou Askeri
4284	TS: Setaou Okçusu
4285	TS: Setaou Yargıcı
4286	TS: Setaou Komutanı
4287	TS: Yüzbaşı Yonghan
4288	TS: Yüzbaşı Yonghan
4289	TS: General Yonghan
4290	TS: General Yonghan
4300	TS: Kor Alev Hayaleti
4301	TS: Kor Alev Kaplanı
4302	TS: Kor Alev
4303	TS: Kor Alev Savaşçısı
4304	TS: Kor Alev Kralı
4305	TS: Kor Alev Kaplanı
4306	TS: Kor Alev Sakallısı
4307	TS: Kor Alev Generali
4308	TS: Kor Alev Lordu
4309	TS: İgnatör
4320	TS: Ayaz Kristali
4321	TS: Ayaz Böceği
4322	TS: Ayaz Adam
4323	TS: Ayaz Yetisi
4324	TS: Ayaz Golemi
4325	TS: Ayaz Trolü
4326	TS: Ayaz Sakal
4327	TS: Ayaz Generali
4328	TS: Ayaz Lordu
4329	TS: Magma Yeti
4340	TS: En-Tai Dövüşçüsü
4341	TS: En-Tai Savaşçısı
4342	TS: En-Tai Rahibi
4343	TS: En-Tai Şifacısı
4344	TS: En-Tai İmhacısı
4345	TS: En-Tai Hükümdarı
4346	TS: Ochao Şifacısı
4347	TS: En-Tai Dövüşçüsü
4348	TS: En-Tai Savaşçısı
4349	TS: En-Tai Rahibi
4350	TS: En-Tai Şifacısı
4351	TS: En-Tai İmhacısı
4352	TS: Bagjanamu
4353	TS: Ochao Askeri
4354	TS: Ochao Büyücüsü
4355	TS: Ochao Celladı
4356	TS: Ochao Generali
4400	ZÇ: Beran-Setaou
4401	ZÇ: Razadör
4402	ZÇ: Nemere
4403	ZÇ: Jotun Thrym
4410	TS: Beran-Setaou
4411	TS: Razadör
4412	TS: Nemere
4413	TS: Jotun Thrym
4420	D: En-Tai Dövüşçüsü
4421	D: En-Tai Savaşçısı
4422	D: En-Tai Rahibi
4423	D: En-Tai Şifacısı
4424	D: En-Tai İmhacısı
4429	D: Bagjanamu
4430	D: Gnoll Okçu
4431	D: Kiklop Asker
4432	D: Kiklop Büyücü
4433	D: Kiklop Cellat
4434	D: General Outis
4439	D: Polyphemos
4440	D: Cehennem Okçusu
4441	D: Cehennem Mızrakçısı
4442	D: Cehennem Papazı
4443	D: Cehennem Binbaşısı
4444	D: Cehennem Generali
4449	D: Azrail
4450	D: Ağaç Kurbağası Askeri
4451	D: Ağaç Kurbağası Lideri
4452	D: Gulyabani
4453	D: Sarı Kaplan Hayaleti
4454	D: Kurbağa Generali
4459	D: Sarı Kaplan Hayaleti
4460	D: Kor Alev Hayaleti
4461	D: Kor Alev Kaplanı
4462	D: Kor Alev
4463	D: Kor Alev Savaşçısı
4464	W: Magma kristali
4469	D: Ejderha Bekçisi İdall
4470	D: Cellatork
4471	D: Okçu Öcü
4472	D: Kavgacı Öcü
4473	D: Öcü Büyücü
4474	D: General Öcü
4479	D: Dev Öcü
5001	Korsan Tanaka
5002	Hae-Tae
5003	Maymun
5004	Korsan Tanaka
5101	Zayıf Maymun Asker
5102	Zayıf Maymun Atıcı
5103	Zayıf Maymun Savaşçı
5104	Zayıf Maymun General
5111	Maymun Asker
5112	Maymun Atıcı
5113	Maymun Savaşçı
5114	Maymun General
5115	Taş Maymun
5116	Maymun Lider
5121	Güçlü Maymun Asker
5122	Güçlü Maymun Atıcı
5123	Güçlü Maymun Savaşçı
5124	Güçlü Maymun General
5125	Güçlü Taş Maymun
5126	Güçlü Altın Maymun
5127	Güçlü Maymun Lider
5131	Zeki Küçük Maymun Asker
5132	Zeki Küçük Maymun Atıcı
