Vnum	LocalizedName
1403	Miria-Luptãtor
1501	Golem de Piatrã
1502	Spãrgãtor de Piatrã
1503	Golem de Stanca
1601	Cãpcãun rãzboinic
1602	Capcaun Macelar
1603	Berserker cãpcãun
1901	Noua Cozi
1902	Noua Cozi de Elita
1903	Noua Cozi de Elita
1904	Noua Cozi de Elita
1905	Noua Cozi de Elita
1906	Noua Cozi de Elita
2001	Pui de Paianjen
2002	Paianjen Otravitor
2003	Paianjen Otravitor Rosu
2004	Paianjen Gheara Toxic
2005	Paianjen Soldat
2031	Pui de Paianjen Otravit
2032	Paianjen OtravitorMortal
2033	Paianj.Otravit Mort Rosu
2034	Paianjen Gheara Toxica
2035	Paianjen Soldat Toxic
2036	Paianjen Soldat Mandru
2037	Pãianjen Soldat Otrãvit
2051	Pui Paianjen Toxic Rau
2052	Paianjen Otravitor Rau
2053	Paianjen Rosu Toxic Rau
2054	PaianjenGhearaToxicRau
2055	Paianjen Soldat ToxicRau
2061	Paianjen Otravitor Mic
2062	Paianjen Toxic Mortal
2063	Paianjen Toxic Rosu
2064	Paianjen Gheara Otravit
2065	Paianjen Soldat Otravit
2071	Paianjen Pui Mortal
2072	Pãi. otr. mort. brutal
2073	Pãi. otr. roºu brutal
2074	Pãi. otr. cu ghearã brut
2075	Paianjen Soldat Mortal
2076	Paianjen Otravitor Dur
2091	Regina Paianjenilor
2092	Regina Paianjen
2093	Vaduva Neagra
2094	Rege Paianjen
2095	Ou de Paianjen
2101	Vulpe de Desert
2102	Ochi Zburator Desert
2103	Scorpion Regal
2104	Om Scorpion Mic
2105	Arcaº Scorpion
2106	Sarpe Spadasin
2107	Arcaº ªarpe
2108	Tâlhar de Deºert
2131	Om Scorpion
2132	Arcaº Scorpion
2133	Luptãtor sabie ºarpe
2134	Arcaº ªarpe
2135	Tâlhar de Deºert
2151	Vulpe Salbatica de Deser
2152	Calugar Puternic
2153	Scorpion Regal Dur
2154	Om Scorpion Dur
2155	Arcaº Dur Scorpion
2156	Sarpe Spadasin Dur
2157	Arcaº Dur ªarpe
2158	Beduin Puternic
2191	Testoasa Gigant
2192	Þestoasã de deºert neagr
2201	Tigru Luptator Dur
2202	Spiritul Focului
2203	Tigru Luptator
2204	Flacãrã
2205	Luptator de Foc
2206	Regele Focului
2207	Regele negru al focului
2231	Tigru Luptator Puternic
2232	Spirit Flacãrã Durã
2233	Tigru Rãzboinic Dur
2234	Fantomã Rãzboinicã Durã
2235	Rãzboinic Foc Dur
2291	Dragon Rosu
2301	Copac Fantoma
2302	Buturuga Fantoma
2303	Driada
2304	Salcia Fantoma
2305	Copac Rau
2306	Copac Fantoma Urias
2307	Copac Fantoma Nobil
2311	Copacul Rosu Fantoma
2312	Buturuga Fantoma Rosie
2313	Driada Rosie
2314	Salcia Fantoma Rosie
2315	Copac Rau Rosu
2401	Setaou Luptator
2402	Vânãtor Setaou
2403	Setaou Mistic
2404	Conducãtor Setaou
2411	Soldat Setaou
2412	Arcaº Setaou
2413	Judecãtor Setaou
2414	Comandant Setaou
2415	Comandant Setaou
2431	ÃµÀÇº´»ç
2432	ÃµÀÇ±Ãº´
2433	ÃµÀÇ¹ý»ç
2434	ÃµÀÇÀå¼ö
2451	ÁøÃµÀÇº´»ç
2452	ÁøÃµÀÇ±Ãº´
2453	ÁøÃµÀÇ¹ý»ç
2454	ÁøÃµÀÇÀå¼ö
2491	Cãpitanul Yonghan
2492	Generalul Yonghan
2493	Beran-Setaou
2494	Cãpitanul Huashin
2495	Generalul Huashin
2501	Meduzele Iadului
2502	Câinele Iadului
2503	Zombie
2504	Ofiterul Iadului
2505	Gardianul Iadului
2506	Arcaºul Iadului 2 Capete
2507	Gheare Diabolice
2508	Luptatorul Iadului
2509	Arcaºul Iadului
2510	Suliþaºul Iadului
2511	Pãrintele Iadului
2512	Maiorul Iadului
2513	Macelarul Iadului
2514	Generalul Iadului
2541	Luptator Satanic
2542	Arcaº Satanic
2543	Suliþaº Satanic
2544	Pãrinte Satanic
2545	Maior Satanic
2546	Macelar Satanic
2547	General Satanic
2591	Tartaros
2592	Ucigasul Iadului
2593	Ucigasul Iadului
2594	Ucigasul Iadului
2595	Erebos
2596	Creatura lui Azrael
2597	Charon
2598	Azrael
2600	Lup Zodiac
2601	Lup Albastru Zodiac
2602	Lykos Zodiac
2603	Arcaº Zodiac
2604	Mistreþ Sãlbatic Zodiac
2605	Mistreþ Roºu Zodiac
2606	Scrofa Zodiac
2607	Mi-Jung Zodiac
2608	Bera Zodiac
2609	Urs Zodiac
2610	Urs Grizzly Zodiac
2611	Urs Brun Zodiac
2612	Eun-Jung Zodiac
2613	Tigris Zodiac
2614	Tigru Zodiac
2615	Tigru Alb Zodiac
2616	Se-Rang Zodiac
2617	Jin-Hee Zodiac
2618	Pui de Pãianjen Zodiac
2619	Pãianjen Otrãv Zodiac
2620	Pãianjen Roºu Otr Zodiac
2621	Pãianjen Ghearã Zodiac
2622	Pãianjen Ghearã Zodiac
2623	Spiritul Focului Zodiac
2624	Tigru Rãzboinic Zodiac
2625	Flacãrã Zodiac
2626	Luptãtor de Foc Zodiac
2627	Rege de Foc Zodiac
2628	Rege de Foc Negru Zodiac
2629	Infanterist Sãlb Zodiac
2630	Sãlbatic Devotat Zodiac
2631	Arcaº Sãlbatic Zodiac
2632	General Sãlbatic Zodiac
2633	Cãpitan Bestial Zodiac
2634	Gheaþã Fermecatã Zodiac
2635	Balenã de Gheaþã Zodiac
2636	Insectã de Gheaþã Zodiac
2637	Leu de Gheaþã Zodiac
2638	Omul Gheþii Zodiac
2639	Yeti Zodiac
2640	Golem de Gheaþã Zodiac
2641	Vulpe de Deºert Zodiac
2642	Scorpion Regal Zodiac
2643	ªarpe Spadasin Zodiac
2644	ªarpe Arcaº Zodiac
2645	Beduin Zodiac
2646	Soldat Vânt Negr Zodiac
2647	Posedat Vânt Negr Zodiac
2648	Arcaº Vânt Negr Zodiac
2649	Mahon Zodiac
2650	Bo Zodiac
2651	Goo-Pae Zodiac
2652	Chuong Zodiac
2653	Om Scorpion Zodiac
2654	Arcaº Scorpion Zodiac
2655	Cãlugãr Zodiac
2656	Soldat Brotac Zodiac
2657	Lider Brotac Zodiac
2658	Cãpcãun Zodiac
2659	Distrugãtor Zodiac
2660	Luptãtor Secure Zodiac
2661	Miria Luptãtor Zodiac
2662	Fanatic Întunecat Zodiac
2663	Arahan Zodiac
2664	Arahan Esoteric Zodiac
2665	Arahan Întunecat Zodiac
2666	Execuþ Întunecat Zodiac
2667	Despot Întunecat Zodiac
2668	Încântãtor Zodiac
2669	Orc Elite Zodiac
2670	Orc Elit Cercetaº Zodiac
2671	Orc Elit Luptãtor Zodiac
2672	Orc Elit Vrãjitor Zodiac
2673	Orc Elite General Zodiac
2674	Orc Negru Zodiac
2675	Orc Negru Gigant Zodiac
2676	Tâlhar Roºu Amaz Zodiac
2677	Tâlhar Roºu Asas Zodiac
2678	Tâlhar Roºu Mag Zodiac
2679	Tâlhar Roºu Cãlãu Zodiac
2680	Crab Rãzboinic Zodiac
2681	Scorpion Arcaº Zodiac
2682	Crevete Soldat Zodiac
2683	Pustnic Diabolic Zodiac
2684	Crab Blindat Zodiac
2685	Gigant Escroc Zodiac
2686	Gigant Mãcelar Zodiac
2687	Magus Zodiac
2688	Twiant Zodiac
2689	Cãlãu Orc Zodiac
2690	Arcaº Orc Zodiac
2691	Orc Gãlãgios Zodiac
2692	Orc Mag Zodiac
2700	Vargulf
2701	Soldat Vargulf
2702	General Vargulf
2703	Cerberus
2704	ªarpe Cerberus
2705	Dragon Cerberus
2706	Centaur
2707	Rãzboinic Centaur
2708	General Centaur
2709	Moloch
2710	Rãzboinic Moloch
2711	General Moloch
2712	Deathwing
2713	Deathwing Otrãvit
2714	Deathwing Putred
2715	Zephyr
2716	Rãzboinic Zephyr
2717	General Zephyr
2718	Uruk
2719	Rãzboinic Uruk
2720	General Uruk
2721	Carniphant
2722	Rãzboinic Carniphant
2723	General Carniphant
2724	Spartan
2725	Soldat Spartan
2726	General Spartan
2727	Gladiator Oase
2728	Soldat Gladiator Oase
2729	General Gladiator Oase
2730	Sãgetãtor Scarabeu
2731	Gigant Scarabeu
2732	Fecioarã Scarabeu
2733	Arcaº de Fier
2734	Rãzboinic de Fier
2735	General de Fier
2736	Refugiat
2737	Damage_Trap
2750	Ofiþer Zi
2751	Gardian Zi
2752	General Zi
2760	Ofiþer Chou
2761	Gardian Chou
2762	General Chou
2770	Ofiþer Yin
2771	Gardian Yin
2772	General Yin
2780	Ofiþer Mao
2781	Gardian Mao
2782	General Mao
2790	Ofiþer Chen
2791	Gardian Chen
2792	General Chen
2800	Ofiþer Si
2801	Gardian Si
2802	General Si
2810	Ofiþer Wu
2811	Gardian Wu
2812	General Wu
2820	Ofiþer Wei
2821	Gardian Wei
2822	General Wei
2830	Ofiþer Shen
2831	Gardian Shen
2832	General Shen
2840	Ofiþer You
2841	Gardian You
2842	General You
2850	Ofiþer Xu
2851	Gardian Xu
2852	General Xu
2860	Ofiþer Hai
2861	Gardian Hai
2862	General Hai
2900	Metinul ªobolanului
2901	Metinul Bivolului
2902	Metinul Tigrului
2903	Metinul Dragonului
2904	Metinul ªarpelui
2905	Metinul Calului
2906	Metinul Caprei
2907	Metinul Maimuþei
2908	Metinul Câinelui
3001	Gnoll Rãzboinic
3002	Arcaº Gnoll
3003	Gnoll Aparator
3004	Gnoll Magician
3005	Gnoll General
3090	Gnoll Lord
3091	Gnoll Suprem
3101	Capcaun cu Un Ochi
3102	Ciclop Soldat
3103	Ciclop Magician
3104	Ciclopi Cãlãu
3105	Generalul Outis
3190	Arges
3191	Polyphemos
3201	Manticore Rãzboinic
3202	Manticore Soldat
3203	Manticore Mag
3204	Manticore Cãlãu
3205	Generalul Cor
3290	Rakshasa
3291	Martyaxwar
3301	Lemures Razbonic
3302	Lemures Soldat
3303	Lemures Magician
3304	Lemures Cãlãu
3305	Lemures General
3390	Lemures Print
3391	Lemures Bodyguard
3401	Tritonic Moray
3402	Rechin Soldat
3403	Tritonic Magician
3404	Tritonic Vanator
3405	Tritonic Macelar
3490	General Kappa
3491	Triton
3501	Tâlhar Roºu Amazon
3502	Tâlhar Roºu Asasin
3503	Tâlhar Roºu Magician
3504	Tâlhar Roºu Cãlãu
3505	General Negru
3551	Tâlhar Brutal Amazon
3552	Tâlhar Brutal Asasin
3553	Tâlhar Brutal Magician
3554	Tâlhar Brutal Cãlãu
3555	General Alb
3590	Craniu
3591	Conducator Rosu
3595	Craniu Brutal
3596	Conducãtor Roºu Brutal
3601	Crab Rãzboinic
3602	Trãgãtor Scorpion
3603	Crevete Soldat
3604	Pustnic Diabolic
3605	Crab Blindat
3690	Homar General
3691	Regele Crab
3701	Gigant Escroc
3702	Gigant Macelar
3703	Gigant Mag
3704	Colos
3705	Capitanul Carlig
3790	Gargoyle
3791	Regele Wubba
3801	Hangork
3802	Arcaº Ork
3803	Orc Gãlãgios
3804	Orc Mag
3805	Generalul Ogg
3890	Capitanul Shruk
3891	Marele Orc
3901	Copac Monstru
3902	Eoten
3903	Skouman
3904	Capitanul Carlig
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	General Albus
3910	Skeletos
3911	Aku-Boku
3912	Arboretum
3913	Sycomore
3949	Portal: Continent Nou
3950	Kappa
3951	Kappa Lagunã
3952	Kappa Adâncuri
3953	Lider Kappa
3954	Soldat Moray
3955	Soldat Moray Adâncuri
3956	Regina Sirenã
3957	Creaturã Hydra
3958	Creaturã Hydra
3959	Creaturã Hydra
3960	Hydra
3961	Hydra
3962	Hydra
3963	Hydra
3964	Hydra
3965	Comoarã Hydra
3970	
3971	Cristal Nord
3972	AdâncuriNordice 415 136
3973	AdâncuriNordice 94 139
3980	Element Foc
3981	Element Gheaþã
3982	Element Fulger
3983	Element Vânt
3984	Element Pãmânt
3985	Element Întunecat
3986	Spiritul Flãcãrii
3987	Spiritul Gheþii
3988	Spiritul Fulger
3989	Spiritul Aer
3990	Spiritul Piatrã
3991	Spiritul Umbrã
3992	Lord Ars
3993	Lord Îngheþat
3994	Lord Tunet
3995	Lord Furtunã
3996	Lord Pãmânt
3997	Lord Negru
3998	Tãrâmul Elementelor
3999	Ieºire
4000	Metinul Focului
4001	Metinul Gheþii
4002	Metinul Fulgerului
4003	Metinul Vântului
4004	Metinul Pãmântului
4005	Metinul Nopþii
4006	Gardian Elementar
4019	Intrare Turn
4020	Turn Sung Mahi
4021	Sigiliu Turn
4022	Portal Templul ªarpelui
4023	Schimbã Nivel
4024	Capul ªarpelui
4025	Capul ªarpelui
4026	Capul ªarpelui
4027	Capul ªarpelui
4030	Ou Dragon Alb
4101	Gardian Judecãþii Zi
4102	Gardian Judecãþii Chou
4103	Gardian Judecãþii Yin
4104	Gardian Judecãþii Mao
4105	Gardian Judecãþii Chen
4106	Gardian Judecãþii Si
4107	Gardian Judecãþii Wu
4108	Gardian Judecãþii Wei
4109	Gardian Judecãþii Shen
4110	Gardian Judecãþii You
4111	Gardian Judecãþii Xu
4112	Gardian Judecãþii Hai
4121	Gardian Judecãþii Zi
4122	Gardian Judecãþii Chou
4123	Gardian Judecãþii Yin
4124	Gardian Judecãþii Mao
4125	Gardian Judecãþii Chen
4126	Gardian Judecãþii Si
4127	Gardian Judecãþii Wu
4128	Gardian Judecãþii Wei
4129	Gardian Judecãþii Shen
4130	Gardian Judecãþii You
4131	Gardian Judecãþii Xu
4132	Gardian Judecãþii Hai
4141	Metinul Armageddon
4142	Metinul Judecãþii
4143	Metinul Cataclysm
4144	Metinul Apocalipsei
4145	Judele Henkog
4146	Judele Henkog Arcane
4147	Judele Kappa
4148	Judele Kappa Adâncuri
4149	Judele Chuong
4150	Judele Chuong Arcane
4151	Judele Vrãjitor
4152	Judele Vrãjitor Arcane
4200	TR: Luptãtor Setaou
4201	TR: Vânãtor Setaou
4202	TR: Mistic Setaou
4203	TR: Soldat Setaou
4204	TR: Arcaº Setaou
4205	TR: Judecãtor Setaou
4206	TR: Comandant Setaou
4207	TR: Cãpitanul Yonghan
4208	TR: Cãpitanul Yonghan
4209	TR: Generalul Yonghan
4210	TR: Generalul Yonghan
4220	TR: Cenuºã Spirit Foc
4221	TR: Cenuºã Tigru de Foc
4222	TR: Cenuºã Flacãrã
4223	TR: Cenuºã Luptãtor Foc
4224	TR: Cenuºã Rege de Foc
4225	TR: Cenuºã Troll de Foc
4226	TR: Cenuºã Barbã de Foc
4227	TR: Cenuºã General Foc
4228	TR: Cenuºã Lider Flacãrã
4229	TR: Ignitor
4240	TR: Cristal de Gheaþã
4241	TR: Insectã de Gheaþã
4242	TR: Om de Gheaþã
4243	TR: Yeti de Gheaþã
4244	TR: Golem de Gheaþã
4245	TR: Troll de Gheaþã
4246	TR: Barbã de Gheaþã
4247	TR: General de Gheaþã
4248	TR: Lord de Gheaþã
4249	TR: Yeti Magmã
4260	TR: Rãzboinic En-Tai
4261	TR: Soldat En-Tai
4262	TR: Druid En-Tai
4263	TR: Vindecãtor En-Tai
4264	TR: Distrugãtor En-Tai
4265	TR: Suveran En-Tai
4266	TR: Vindecãtor Ochao
4267	TR: Rãzboinic En-Tai
4268	TR: Soldat En-Tai
4269	TR: Druid En-Tai
4270	TR: Vindecãtor En-Tai
4271	TR: Distrugãtor En-Tai
4272	TR: Bagjanamu
4273	TR: Soldat Ochao
4274	TR: Magician Ochao
4275	TR: Cãlãu Ochao
4276	TR: General Ochao
4280	RX: Luptãtor Setaou
4281	RX: Vânãtor Setaou
4282	RX: Mistic Setaou
4283	RX: Soldat Setaou
4284	RX: Arcaº Setaou
4285	RX: Judecãtor Setaou
4286	RX: Comandant Setaou
4287	RX: Cãpitanul Yonghan
4288	RX: Cãpitanul Yonghan
4289	RX: Generalul Yonghan
4290	RX: Generalul Yonghan
4300	RX: Cenuºã Spirit Foc
4301	RX: Cenuºã Tigru de Foc
4302	RX: Cenuºã Flacãrã
4303	RX: Cenuºã Luptãtor Foc
4304	RX: Cenuºã Rege de Foc
4305	RX: Cenuºã Troll de Foc
4306	RX: Cenuºã Barbã de Foc
4307	RX: Cenuºã General Foc
4308	RX: Cenuºã Flacãrã Lider
4309	RX: Ignitor
4320	RX: Cristal de Gheaþã
4321	RX: Insectã de Gheaþã
4322	RX: Om de Gheaþã
4323	RX: Yeti de Gheaþã
4324	RX: Golem de Gheaþã
4325	RX: Troll de Gheaþã
4326	RX: Barbã de Gheaþã
4327	RX: General de Gheaþã
4328	RX: Lord de Gheaþã
4329	RX: Yeti Magmã
4340	RX: Rãzboinic En-Tai
4341	RX: Soldat En-Tai
4342	RX: Druid En-Tai
4343	RX: Vindecãtor En-Tai
4344	RX: Distrugãtor En-Tai
4345	RX: Suveran En-Tai
4346	RX: Vindecãtor Ochao
4347	RX: Rãzboinic En-Tai
4348	RX: Soldat En-Tai
4349	RX: Druid En-Tai
4350	RX: Vindecãtor En-Tai
4351	RX: Distrugãtor En-Tai
4352	RX: Bagjanamu
4353	RX: Soldat Ochao
4354	RX: Magician Ochao
4355	RX: Cãlãu Ochao
4356	RX: General Ochao
4400	TR: Beran-Setaou
4401	TR: Razador
4402	TR: Nemere
4403	TR: Jotun Thrym
4410	RX: Beran-Setaou
4411	RX: Razador
4412	RX: Nemere
4413	RX: Jotun Thrym
4420	W: Rãzboinic En-Tai
4421	W: Soldat En-Tai
4422	W: Druid En-Tai
4423	W: Vindecãtor En-Tai
4424	W: Distrugãtor En-Tai
4429	W: Bagjanamu
4430	W: Gnoll Arcas
4431	W: Ciclopi Soldat
4432	W: Ciclopi Magician
4433	W: Ciclopi Cãlãu
4434	W: Generalul Outis
4439	W: Polyphemos
4440	W: Arcaºul Iadului
4441	W: Suliþaºul Iadului
4442	W: Pãrintele Iadului
4443	W: Maiorul Iadului
4444	W: Generalul Iadului
4449	W: Azrael
4450	W: Soldat Brotac Mare
4451	W: General Brotac
4452	W: Cãpcãun
4453	W: E. Fant. Tigru Galben
4454	W: General Broascã Taur
4459	W: Fantomã Tigru Galben
4460	W: Cenuºã Spirit Foc
4461	W: Cenuºã Tigru de Foc
4462	W: Cenuºã Flacãrã
4463	W: Cenuºã Luptator Foc
4464	W: Cristal Magmã
4469	W: Gardã Dragon Idall
4470	W: Hangork
4471	W: Orc Arcaº
4472	W: Orc Gãlãgios
4473	W: Orc Mag
4474	W: Generalul Ogg
4479	W: Marele Orc
5001	Pirat Tanaka
5002	Hae-Tae
5003	Maimuta
5004	Pirat Tanaka
5101	Gibon Soldat
5102	Gibon Grenadier
5103	Gibon Luptator
5104	Gibon General
5111	Maimuta Soldat
5112	Maimuta Grenadier
5113	Maimuta Luptator
5114	Maimuta General
5115	Maimuta de Piatra
5116	Maimuta Conducator
5121	Gorila Soldat
5122	Gorila Grenadier
5123	Gorila Luptator
5124	Gorila General
5125	Gorila de Piatra
5126	Gorila de Aur
5127	Gorila Conducator
5131	Soldat maim. intel. mic
5132	Arunc. maim. intel. mic
5133	Lupt. maim. intel. mic
5134	Gen. maim. inteligent mi
5141	Urangutan Soldat
5142	Aruncãtor maim. viclean
5143	Luptãtor maim. viclean
5144	Gen. maim. viclean
5145	Maim. de piatrã vicleanã
5146	Conducãtor maim. viclean
5151	Gorila Soldat Malefica
5152	Gorila Grenadier Malefic
5153	Luptãtor maim. rãu
5154	Gorila General Malefica
5155	Gorila de Piatra Malefic
5156	Gorila de Aur Malefica
5157	Conducãtor maim. rãu
5161	Maimuta de Piatra
5162	Maimuta Umblatoare
5163	Maimuta Lord
5201	Câine Sãlbatic
5202	Mistreþ Sãlbatic
5203	Mistreþ Sãlbatic Roºu
5204	Urs
5205	Urs Brun
5206	Urs Negru
5207	Urs Brun Flamand
5208	Tigru
5209	Tigru Alb
6001	Cenuºã Spiritul Focului
6002	Cenuºã Tigru de Foc
6003	Cenuºã Flacãrã
6004	Cenuºã Luptãtor de Foc
6005	Cenuºã Rege de Foc
6006	Cenuºã Troll de Foc
6007	Cenuºã Barbã de Foc
6008	Cenuºã General de Foc
6009	Cenuºã Cãpetenie de Foc
6051	Ignitor
6091	Razador
6101	Cristal de Gheata
6102	Insecta de Gheata
6103	Om de Gheata
6104	Yeti de Gheata
6105	Golem de Gheata
6106	Troll de Gheata
6107	Barba de Gheata
6108	General de Gheata
6109	Lord de Gheata
6110	Yeti Magmã
6111	Golem Magmã
6112	Insectã Magmã
6113	Omul Magma
6114	Cristal Magmã
6115	Wyvern Magmã
6116	Gardã Dragon Idall
6117	Minion Idall
6118	Statuie Dragon
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Meley Regina Dragon
6201	Yeti Magmã
6202	Golem Magmã
6203	Insectã Magmã
6204	Om Magmã
6205	Cristal Magmã
6206	Wyvern Magmã
6207	Gardã Dragon Idall
6209	Statuie Dragon
6301	Rãzboinic Ochao
6302	Soldat Ochao
6303	Magician Ochao
6304	Cãlãu Ochao
