Vnum	LocalizedName
401	Μαχητής Μαύρης Πτέρυγας
402	Μανιακός Μαύρης Πτέρυγας
403	Τοξότης Μαύρης Πτέρυγας
404	Jak-To Μαύρης Πτέρυγας
405	To-Su Μαύρης Πτέρυγας
406	Go-Ryung Μαύρης Πτέρυγας
431	Μαχητής Μαύρης Θύελλας
432	Μανιακός Μαύρης Θύελλας
433	Τοξότης Μαύρης Θύελλας
434	Joh-Hwan Μαύρης Θύελλας
435	Kyuk-Jan Μ. Θύελλας
436	Pho-Hwan Μαύρης Θύελλας
451	Σατανικός Στρατιώτης
452	Σατανικός Μανιακός
453	Σατανικός Τοξότης
454	Σατανικός Joh-Hwan
455	Σατανικός Kyuk-Jan
456	Σατανικός Pho-Hwan
491	Mahon
492	Bo
493	Goo-Pae
494	Chuong
501	Βάρβαρος Πεζικάριος
502	Βάρβαρος Ακόλουθος
503	Βάρβαρος Τοξότης
504	Βάρβαρος Στρατηγός
531	Κτηνώδης Στρατιώτης
532	Κτηνώδης Μανιακός
533	Κτηνώδης Τοξότης
534	Κτηνώδης Ειδικός
551	Κακός Βάρβ. Πεζικάριος
552	Κακός Βάρβαρος Ακόλουθος
553	Κακός Βάρβαρος Τοξότης
554	Κακός Βάρβαρος Στρατηγός
591	Κτηνώδης Λοχαγός
595	Κτηνώδης Geun-Chul
601	Ορκ
602	Ανιχνευτής Ορκ
603	Μαχητής Ορκ
604	Μάγος Ορκ
631	Ανώτερος Ορκ
632	Ανώτερος Ορκ Ανιχνευτής
633	Ανώτερος Ορκ Μαχητής
634	Ανώτερος Ορκ Μάγος
635	Ανώτερος Ορκ Στρατηγός
636	Μαύρος Ορκ
637	Μαύρος Ορκ Γίγαντας
651	Μεγάλος Ορκ
652	Μεγάλος Ορκ Ανιχνευτής
653	Μεγάλος Ορκ Μαχητής
654	Μεγάλος Ορκ Μάγος
655	Μεγάλος Ορκ Στρατηγός
656	Μεγάλος Μαύρος Ορκ
657	Μεγ. Μαύρος Γίγαντας Ορκ
691	Αρχηγός Ορκ
692	Ανώτερος Αρχηγός Ορκ
693	Αναστημένος Αρχηγός Ορκ
701	Σκοτεινός Φανατικός
702	Σκοτεινός Arahan
703	Εσώτερος Μαχητής Arahan
704	Εσώτερος Αρχηγός Arahan
705	Εσώτερος Εκτελεστής
706	Σκοτεινός Βασανιστής
707	Σκοτεινός Επικλητής
731	Απόκρυφος φανατικός
732	Απόκρυφος Arahan
733	Απόκρυφος Μαχητής
734	Απόκρυφος Ταγματάρχης
735	Απόκρυφος Σκοπευτής
736	Ανω Εσώτερος Βασανιστής
737	Ανω Εσώτερος Επικλητής
751	Υψηλός Φανατικός
752	Υψηλός Arahan
753	Υψηλός Μαχητής Arahan
754	Υψηλός Ανώτερος Arahan
755	Υψηλός Δήμιος
756	Υψηλός Βασανιστής
757	Υψηλός Επικλητής
771	Κτηνώδης Φανατικός
772	Κτηνώδης Arahan
773	Κτηνώδης Μαχητής Arahan
774	Κτηνώδης Αρχηγός Arahan
775	Κτηνώδης Δήμιος
776	Κτηνώδης Βασανιστής
777	Κτηνώδης Επικλητής
791	Σκοτεινός Ηγέτης
792	Ηγέτης Μαύρο Φάντασμα
793	Ανώτερος Μαύρος Ηγέτης
794	Ανω Μ.Ηγέτης Φάντασμα
795	Ανώτερος Μαχητής
796	Ανώτερος Εσώτ. Μαχητής
901	Φάντασμα
902	Μολυσμένο Σκυλί
903	Λεπρός Άνθρωπος
904	Λεπρός Ξιφομάχος
905	Λεπρός Ακοντιστής
906	Λεπρός Τοξότης
907	Λεπρός Αρχηγός
931	Αγριο Φάντασμα
932	Αγριο Μολυσμένο Σκυλί
933	Αγριος Λεπρός Ανθρωπος
934	Αγριος Λεπρός Ξιφομάχος
935	Αγριος Λεπρός Ακοντιστής
936	Αγριος Λεπρός Τοξότης
937	Αγριος Λεπρός Αρχηγός
991	Μολυσμένο Αυγό
992	Λεπρός Φορέας
993	Γιγάντιος Λεπρός Φορέας
1001	Δαιμονικός Στρατιώτης
1002	Δαιμονικός Τοξότης
1003	Δαιμονικός Ακοντιστής
1004	Δαιμονικός Σαμάνος
1031	Παρανοϊκός Στρατιώτης
1032	Παρανοϊκός Τοξότης
1033	Παρανοϊκός Ακοντιστής
1034	Παρανοϊκός Σαμάνος
1035	Φάντασμα της Έχθρας
1036	Φάντασμα του Χάους
1037	Παρανοϊκός Αρχηγός
1038	Κρανίο Ξιφομάχος
1039	Ιπτάμενο Κρανίο
1040	Αθάνατο Φάντασμα
1041	Δαιμονικό Κτήνος
1061	Αμείλικτος Στρατιώτης
1062	Αμείλικτος Τοξότης
1063	Αμείλικτος Ακοντιστής
1064	Αμείλικτος Σαμάνος
1065	Βίαιο Φάντασμα Έχθρας
1066	Βίαιο Φάντασμα του Χάους
1067	Αμείλικτος Αρχηγός
1068	Φάντασμα Ξιφομάχος
1069	Βίαιο Ιπτάμενο Κρανίο
1070	Αθάνατο Φάντασμα
1071	Δαιμονικό Κτήνος
1091	Βασιλιάς Δαίμονας
1092	Περήφ. Δαίμονας Βασιλιάς
1093	Χάρος
1094	Υψηλός Δαίμονας Βασιλιάς
1095	Μπλε Θάνατος
1096	Αψ»η±ΝΏΥ
1101	Μαγεμένος Πάγος
1102	Φάλαινα των Πάγων
1103	Έντομο των Πάγων
1104	Λέοντας των Πάγων
1105	Παγερός άνθρωπος Πάγων
1106	Γιέτι
1107	Γκόλεμ των Πάγων
1108	Γκόλεμ των Πάγων
1131	Θραύσμα Πάγου Κόλασης
1132	Φάλαινα Πάγων Κόλασης
1133	Έντομο Πάγων της Κόλασης
1134	Λέοντας Πάγων Κόλασης
1135	Παγερός Άνθρωπος Κόλασης
1136	Γιέτι της Κόλασης
1137	Γκόλεμ Πάγων Κόλασης
1138	Γκόλεμ Πάγων Κόλασης
1151	Δαίμονας των Πάγων
1152	Φάλαινα Δολοφόνος
1153	Έντομο των Πάγων
1154	Seol Gu
1155	Παγερός Άνθρωπος
1156	Γίγαντας των Πάγων
1157	Γκόλεμ των Πάγων
1171	Μαγεμένος Πάγος
1172	Άγρια Φάλαινα των Πάγων
1173	Αγριο Έντομο των Πάγων
1174	Αγριος Λέοντας των Πάγων
1175	Κακός Παγερός Άνθρωπος
1176	Αγριο Γιέτι
1177	Αγριο Γκόλεμ των Πάγων
1191	Μάγισσα των Πάγων
1192	Ισχυρή Μάγισσα των Πάγων
1301	Βάτραχος Στρατιώτης
1302	Βάτραχος Αρχηγός
1303	Εφιάλτης
1304	Φάντασμα Κίτρινης Τίγρης
1305	Στρατηγός Βάτραχος
1306	Natulcien
1307	Natulcien
1308	Natulcien
1309	Natulcien
1310	Natulcien
1331	Βάτραχος Στρατιώτης
1332	Μέγας Βάτραχος Αρχηγός
1333	Μεγάλος Εφιάλτης
1334	Evil Natulcien
1335	Διαβολικός Βάτραχος
1336	Στρατηγός Βάτραχος
1401	Γιγάντιος Στρατιώτης
1402	Γιγάντιος Ανιχνευτής
1403	Γίγαντας Χίλιοι Μαχητές
1501	Εκτοξευτής Πέτρας
1502	Πέτρινο Γκόλεμ
1503	Γιγάντιος Σφενδονιστής
1601	Γιγάντιος Εργάτης
1602	Γιγάντιος Επιθεωρητής
1603	Εκατό Γιγα-Πολεμιστές
1901	Εννιά Ουρές
1902	Εννιά Ουρές Ελίτ
1903	Εννιά Ουρές Ελίτ
1904	Εννιά Ουρές Ελίτ
1905	Εννιά Ουρές Ελίτ
1906	Εννιά Ουρές Ελίτ
2001	Μικρή Αράχνη
2002	Δηλητηριώδης Αράχνη
2003	Κόκκινη Αράχνη
2004	Αγρια Αράχνη
2005	Αράχνη Μαχητής
2031	Μωρό Δηλητηριώδ. Αράχνη
2032	Θανάσιμη Αράχνη
2033	Κ. Δηλητηριώδη Αράχνη
2034	Αγρια Δηλητηριώδ. Αράχνη
2035	Δηλητ. Αράχνη Μαχητής
2036	Περήφανη Αράχνη Μαχητής
2037	Δηλητ. Αράχνη Μαχητής
2051	Μανιώδης Μικρή Αράχνη
2052	Μανιώδης Θανάσιμη Αράχνη
2053	Μανιώδης Κόκκινη Αράχνη
2054	Μανιώδης Αγρια Αράχνη
2055	Μανιώδης Αράχνη Μαχητής
2061	Μικρή Δηλητηριώδ. Αράχνη
2062	Θανάσιμη Αράχνη
2063	Κόκκινη Θανάσιμη Αράχνη
2064	Αγρια Δηλητηριώδ. Αράχνη
2065	Δηλητ. Αράχνη Μαχητής
2071	Κτηνώδης Μικρή Αράχνη
2072	Κτηνώδης Θανάσιμη Αράχνη
2073	Κτηνώδης Κόκκινη Αράχνη
2074	Κτηνώδης Αγρια Αράχνη
2075	Κτηνώδης Αράχνη Μαχητής
2076	Κτηνώδης Αράχνη Αρχηγός
2091	Βασίλισσα Αράχνη
2092	Βαρώνη Αράχνη
2093	Μαύρη Βασίλισσα Αράχνη
2094	Βαρώνος Αράχνη
2095	Αυγό Αράχνης
2101	Αλεπού της Ερήμου
2102	Ιπτάμενο Μάτι της Ερήμου
2103	Βασιλιάς Σκορπιός
2104	Νέος Άνδρας Σκορπιός
2105	Τοξότης Σκορπιός
2106	Φίδι Ξιφομάχος
2107	Φίδι Τοξότης
2108	Παράνομος της Ερήμου
2131	Άγριος Ανθρωπος Σκορπιός
2132	Τοξότης Σκορπιός
2133	Φίδι Ξιφομάχος
2134	Φίδι Τοξότης
2135	Παράνομος της Ερήμου
2151	Δυνατή Αλεπού της Ερήμου
2152	Δυνατός Δερβίσης
2153	Δυν. Βασιλιάς Σκορπιός
2154	Δυνατός Ανδρας Σκορπιός
2155	Δυνατός Τοξότης Σκορπιός
2156	Δυνατό Φίδι Ξιφομάχος
2157	Δυνατό Φίδι Τοξότης
2158	Δυνατός Παράνομος Ερήμ.
2191	Γιγάντια Χελώνα
2192	Μαύρη Γιγάντια Χελώνα
2201	Τίγρη Μαχητής-Σκλάβος
2202	Φάντασμα της Φλόγας
2203	Τίγρη Μαχητής
2204	Φλόγα
2205	Πολεμιστής της Φλόγας
2206	Βασιλιάς Φλόγας
2207	Σκοτ. Βασιλιάς Φλόγας
2231	Δυνατή Τίγρη Μαχητής-Σκλά
2232	Δυνατό Φάντασμα Φλόγας
2233	Δυνατή Τίγρη Μαχητής
2234	Δυνατό Φάντασμα Φλόγας
2235	Δυνατός Μαχητής Φλόγας
2291	Κόκκινος Δράκος
2301	Δέντρο Φάντασμα
2302	Κορμός Φάντασμα
2303	Δρυάδα
2304	Ιτιά Φάντασμα
2305	Διαβολικό Δέντρο
2306	Γιγάντιο Δέντρο Φάντασμα
2307	Κύριος Δέντρου Φάντασμα
2311	Κόκκινο Δέντρο Φάντασμα
2312	Κόκκινος Κορμός Φάντασμα
2313	Κόκκινη Δρυάδα
2314	Κόκκινη Ιτιά Φάντασμα
2315	Κόκκινο Διαβολικό Δέντρο
2401	Πολεμιστής Setaou
2402	Κυνηγός Setaou
2403	Μάντισσα Setaou
2404	Αρχηγός Setaou
2411	Στρατιώτης Setaou
2412	Τοξότης Setaou
2413	Ιέρεια Setaou
2414	Διοικητής Setaou
2415	Διοικητής Setaou
2431	ΓµΐΗΊ΄»η
2432	ΓµΐΗ±ΓΊ΄
2433	ΓµΐΗΉύ»η
2434	ΓµΐΗΐεΌφ
2451	ΑψΓµΐΗΊ΄»η
2452	ΑψΓµΐΗ±ΓΊ΄
2453	ΑψΓµΐΗΉύ»η
2454	ΑψΓµΐΗΐεΌφ
2491	Λοχαγός Yonghan
2492	Στρατηγός Yonghan
2493	Beran-Setaou
2494	Λοχαγός Huashin
2495	Στρατηγός Huashin
2501	Μέδουσα της Κόλασης
2502	Σκυλί της Κόλασης
2503	Ζόμπι
2504	Αξιωματικός της Κόλασης
2505	Φύλακας της Κόλασης
2506	Δικέφ. σκοπευτής Κόλασης
2507	Άρπαγας της Κόλασης
2508	Πολεμιστής της Κόλασης
2509	Σκοπευτής της Κόλασης
2510	Ακοντιστής Κόλασης
2511	Ιερέας της Κόλασης
2512	Ταγματάρχης της Κόλασης
2513	Σφαγέας της Κόλασης
2514	Στρατηγός της Κόλασης
2541	Κακός Πολεμιστής Κόλασης
2542	Κακός Σκοπ. της Κόλασης
2543	Κακός Ακοντιστής Κόλασης
2544	Κακός Ιερέας της Κόλασης
2545	Κακός Ταγματ/χης Κόλασης
2546	Κακός Σφαγέας Κόλασης
2547	Κακός Στρατηγός Κόλασης
2591	Τάρταρος
2592	Τέρας της Κόλασης
2593	Τέρας της Κόλασης
2594	Τέρας της Κόλασης
2595	Έρεβος
2596	Νεοσσός του Αζραήλ
2597	Χάρων
2598	Αζραήλ
2600	Ζωδιακός λύκος
2601	Μπλε ζωδιακός λύκος
2602	Ζωδιακός Lykos
2603	Ζωδιακός τοξότης
2604	Ζωδιακός χοίρος
2605	Κόκκινος ζωδιακός χοίρος
2606	Ζωδιακή Scrofa
2607	Ζωδιακή Mi-Jung
2608	Ζωδιακή Bera
2609	Ζωδιακή αρκούδα
2610	Ζωδιακή αρκούδα Γκρίζλυ
2611	Ζωδιακή καφέ αρκούδα
2612	Ζωδιακή Eun-Jung
2613	Ζωδιακή Tigris
2614	Ζωδιακή τίγρη
2615	Λευκή ζωδιακή τίγρη
2616	Ζωδιακή Se-Rang
2617	Ζωδιακός Jin-Hee
2618	Ζωδιακή μικρή αράχνη
2619	Ζωδιακή δηλ. αράχνη
2620	Κόκ. ζωδιακή δηλ. αράχνη
2621	Ζωδιακή άγρια αράχνη
2622	Ζωδιακή αράχνη μαχητής
2623	Ζωδιακό φάντασμα φλόγας
2624	Ζωδιακή τίγρη μαχητής
2625	Ζωδιακή φλόγα
2626	Ζωδιακός πολεμ. φλόγας
2627	Ζωδιακός βασιλιάς φλόγας
2628	Σκοτ. ζωδ. βασιλ. φλόγας
2629	Άγριος ζωδ. πεζικάριος
2630	Άγριος ζωδ. ακόλουθος
2631	Άγριος ζωδιακός τοξότης
2632	Άγριος ζωδ. Στρατηγός
2633	Άγριος ζωδ. Λοχαγός
2634	Μαγεμένος ζωδ. πάγος
2635	Ζωδιακή φάλαινα πάγων
2636	Ζωδιακό έντομο πάγων
2637	Ζωδιακό λιοντάρι πάγων
2638	Παγερός ζωδ. άνθρ. πάγων
2639	Ζωδιακό Γιέτι
2640	Ζωδιακό Γκόλεμ πάγων
2641	Ζωδιακή αλεπού ερήμου
2642	Ζωδιακός βασιλ. Σκορπιός
2643	Ζωδιακό φίδι ξιφομάχος
2644	Ζωδιακό φίδι τοξότης
2645	Ζωδιακός παράν. ερήμου
2646	Ζωδιακ. μαχ. Μαύρ. Πτέρ.
2647	Ζωδ. μανιακ. Μαύρ. Πτέρ.
2648	Ζωδ. σκοπ. Μαύρ. Πτέρ.
2649	Ζωδιακός Mahon
2650	Ζωδιακός Bo
2651	Ζωδιακός Goo-Pae
2652	Ζωδιακός Chuong
2653	Κτην. ζωδ. άνδρας-σκορπ.
2654	Ζωδ. σκοπ. σκορπιός
2655	Ζωδιακός Δερβίσης
2656	Ζωδ. βάτραχος στρατιώτης
2657	Ζωδ. βάτραχος αρχηγός
2658	Ζωδιακός Εφιάλτης
2659	Ζωδιακός καταστροφέας
2660	Ζωδιακός τσεκουρομάχος
2661	Ζωδιακός Χίλιοι Μαχητές
2662	Σκοτεινός ζωδ. φανατικός
2663	Ζωδιακός Arahan
2664	Ζωδιακός σκοτειν. μαχητ.
2665	Ανώτ. σκοτ. ζωδ. Arahan
2666	Ζωδιακός σκοτ. δήμιος
2667	Ζωδιακός σκοτ. βασανιστ.
2668	Ζωδιακός επικλητής
2669	Περήφανο ζωδιακό Ορκ
2670	Περήφ. ζωδ. ανιχν. Ορκ
2671	Περήφ. ζωδ. μαχητ. Ορκ
2672	Περήφ. ζωδ. μάγος Ορκ
2673	Περήφ. ζωδ. Στρατηγ. Ορκ
2674	Μαύρο ζωδιακό Ορκ
2675	Μαύρος ζωδ. γίγαντας Ορκ
2676	Ζωδ. αμαζόνα Κοκκινοκλ.
2677	Ζωδ. δολοφ. Κοκκινοκλέφ.
2678	Ζωδ. μάγος Κοκκινοκλέφ.
2679	Ζωδ. δήμιος Κοκκινοκλέφ.
2680	Ζωδ. μαχητής-καβούρι
2681	Ζωδ. σκοπευτής σκορπιός
2682	Ζωδ. στρατιώτης-γαρίδα
2683	Διαβολ. ζωδ. Ερημίτης
2684	Ζωδιακό θωρακ. καβούρι
2685	Ζωδιακός γιγ. δαγκωτής
2686	Γιγ. ζωδιακός σφάχτης
2687	Ζωδιακός Μάγος
2688	Ζωδιακός Δίγαντας
2689	Ζωδιακός δήμιος Όγκερ
2690	Ζωδιακός σκοπ. Όγκερ
2691	Ζωδιακός Όγκερ πολέμ.
2692	Ζωδ. μάγος Όγκερ
2700	Βάργκουλφ
2701	Στρατιώτης Βάργκουλφ
2702	Στρατηγός Βάργκουλφ
2703	Κέρβερος
2704	Κέρβερος-φίδι
2705	Κέρβερος-δράκος
2706	Κένταυρος
2707	Κένταυρος πολεμιστής
2708	Στρατηγός Κένταυρος
2709	Μολώχ
2710	Πολεμιστής Μολώχ
2711	Στρατηγός Μολώχ
2712	Θανατόφτερος
2713	Εξαντλημ. Θανατόφτερος
2714	Σάπιος Θανατόφτερος
2715	Ζέφυρος
2716	Πολεμίστρια Ζέφυρου
2717	Στρατηγός Ζέφυρου
2718	Ουρούκ
2719	Πολεμιστής Ουρούκ
2720	Στρατηγός Ουρούκ
2721	Φαντίλα
2722	Πολεμιστής Φαντίλα
2723	Στρατηγός Φαντίλα
2724	Σπαρτιάτης
2725	Σπαρτιάτης στρατιώτης
2726	Σπαρτιάτης στρατηγός
2727	Κοκαλομονομάχος
2728	Κοκαλομονομ. στρατιώτης
2729	Κοκαλομονομ. Στρατηγός
2730	Σκαραβαίος Sagittarius
2731	Σκαραβαίος Gigantus
2732	Σκαραβαίος Virgo
2733	Σιδεροτοξότης
2734	Σιδεροπολεμιστής
2735	Σιδεροστράτηγος
2736	Φυγάς
2737	Damage_Trap
2750	Αξιωματικός Ζι
2751	Φύλακας Ζι
2752	Στρατηγός Ζι
2760	Αξιωματικός Τσου
2761	Φύλακας Τσου
2762	Στρατηγός Τσου
2770	Αξιωματικός Γιν
2771	Φύλακας Γιν
2772	Στρατηγός Γιν
2780	Αξιωματικός Μάο
2781	Φύλακας Μάο
2782	Στρατηγός Μάο
2790	Αξιωματικός Τσεν
2791	Φύλακας Τσεν
2792	Στρατηγός Τσεν
2800	Αξιωματικός Σι
2801	Φύλακας Σι
2802	Στρατηγός Σι
2810	Αξιωματικός Γου
2811	Φύλακας Γου
2812	Στρατηγός Γου
2820	Αξιωματικός Γουέι
2821	Φύλακας Γουέι
2822	Στρατηγός Γουέι
2830	Αξιωματικός Σεν
2831	Φύλακας Σεν
2832	Στρατηγός Σεν
2840	Αξιωματικός Γιου
2841	Φύλακας Γιου
2842	Στρατηγός Γιου
2850	Αξιωματικός Ξιου
2851	Φύλακας Ξιου
2852	Στρατηγός Ξιου
2860	Αξιωματικός Χάι
2861	Φύλακας Χάι
2862	Στρατηγός Χάι
2900	Metin Αρουραίου
2901	Metin Βουβαλιού
2902	Metin Τίγρης
2903	Metin Δράκου
2904	Metin Φιδιού
2905	Metin Αλόγου
2906	Metin Κατσίκας
2907	Metin Μαϊμούς
2908	Metin Σκύλου
3001	Πολεμιστής Γκνολλ
3002	Τοξότης Γκνολλ
3003	Υπερασπιστής Γκνολλ
3004	Μάγος Γκνολλ
3005	Στρατηγός Γκνολλ
3090	Λόρδος Γκνολλ
3091	Ανώτατος φρουρός Γκνολλ
3101	Μονόφθαλμος μπράβος
3102	Στρατιώτης Κύκλωπας
3103	Μάγος Κύκλωπας
3104	Δήμιος Κύκλωπας
3105	Στρατηγός Κανένας
3190	Άργης
3191	Πολύφημος
3201	Πολεμιστής Μαντικόρ
3202	Στρατιώτης Μαντικόρ
3203	Μάγος Μαντικόρ
3204	Δήμιος Μαντικόρ
3205	Στρατηγός Κορ
3290	Ρακσάσα
3291	Μαρτιαξβάρ
3301	Πολεμιστής Λεμουρίων
3302	Στρατιώτης Λεμουρίων
3303	Μάγος Λεμουρίων
3304	Δήμιος Λεμουρίων
3305	Στρατηγός Λεμουρίων
3390	Κόμης Λεμουρίων
3391	Σωματοφύλακας Λεμουρίων
3401	Τριτονική Σμέρνα
3402	Στρατιώτης Καρχαρίας
3403	Τριτονικός μάγος
3404	Τριτονικός κυνηγός
3405	Τριτονικός σφάχτης
3490	Στρατηγός Κάππα
3491	Τρίτων
3501	Αμαζόνα Κοκκινοκλεφτών
3502	Δολοφόνος Κοκκινοκλεφτών
3503	Μάγος Κοκκινοκλεφτών
3504	Δήμιος Κοκκινοκλεφτών
3505	Μαύρος Στρατηγός
3551	Βίαια Αμαζόνα Κοκκινοκλ.
3552	Βίαια Δολοφ. Κοκκινοκλ.
3553	Βίαιος Μάγος Κοκκινοκλ.
3554	Βίαιος Δήμιος Κοκκινοκλ.
3555	Λευκός Στρατηγός
3590	Κοκαλόφατσα
3591	Κόκκινος Αρχηγός
3595	Βίαια Κοκαλόφατσα
3596	Βίαιος Κόκκινος Αρχηγός
3601	Πολεμιστής Καβούρι
3602	Σκοπευτής Σκορπιός
3603	Στρατιώτης Γαρίδα
3604	Διαβολικός ερημίτης
3605	Θωρακισμένο καβούρι
3690	Στρατηγός Αστακός
3691	Βασιλιάς Κάβουρας
3701	Γιγάντιος δαγκωτής
3702	Γιγάντιος σφάχτης
3703	Γιγάντιος μάγος
3704	Δίγαντας
3705	Καπετάνιος Χουκ
3790	Γκάργκοϊλ
3791	Βασιλιάς Γουόμπα
3801	Δήμιος Ογκ
3802	Τόξι Όγκερ
3803	Όγκερ πολέμου
3804	Μάγος Όγκερ
3805	Στρατηγός Ογκ
3890	Καπετάνιος Σρακ
3891	Ο Μέγας Όγκερ
3901	Ιτιά-δολοφόνος
3902	Γίγας
3903	Σκουμάν
3904	Καπετάνιος Χουκ
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	Στρατηγός Άλμπους
3910	Σκελετός
3911	Aku-Boku
3912	Αρμπορέτουμ
3913	Σίκομορ
3949	Πύλη: Νέα ήπειρος
3950	Κάππα
3951	Κάππα Γαλάζιας Λίμνης
3952	Κάππα Βαθιών Νερών
3953	Αρχηγός Κάππα
3954	Στρατιώτης Σμέρνα
3955	Στρατ. Σμέρνα Βαθ. Νερών
3956	Βασίλισσα Σειρήνα
3957	Νεοσσός της Ύδρας
3958	Νεοσσός της Ύδρας
3959	Νεοσσός της Ύδρας
3960	Ύδρα
3961	Ύδρα
3962	Ύδρα
3963	Ύδρα
3964	Ύδρα
3965	Θησαυρός της Ύδρας
3970	
3971	Κρύσταλλος Β. Ανέμου
3972	ΛάκαΒ.Αν. 415 136
3973	ΛάκαΒ.Αν. 94 139
3980	Στοιχειό Φωτιάς
3981	Στοιχειό Πάγου
3982	Στοιχειό Αστραπής
3983	Στοιχειό Ανέμου
3984	Στοιχειό Γης
3985	Στοιχειό Σκότους
3986	Πνεύμα Πυράς
3987	Πνεύμα Παγωνιάς
3988	Πνεύμα Ηλεκτρισμού
3989	Πνεύμα Αέρα
3990	Πνεύμα Πέτρας
3991	Πνεύμα Λυκόφωτος
3992	Κυρίαρχος Πυρκαγιάς
3993	Κυρίαρχος Παγετών
3994	Κυρίαρχος Βροντών
3995	Κυρίαρχος Καταιγίδων
3996	Κυρίαρχος Γης
3997	Κυρίαρχος Νύχτας
3998	Στοιχειακός Κόσμος
3999	Έξοδος
4000	Metin Φωτιάς
4001	Metin Πάγου
4002	Metin Αστραπών
4003	Metin Ανέμου
4004	Metin Γης
4005	Metin Νύχτας
4006	Στοιχειακός Φύλακας
4019	Αίθ. Εισόδου Πύρ. Κόλ.
4020	Πύργος Κόλασης Sung Mahi
4021	Σφραγ. Πύργου Κόλασης
4022	Πύλη Ναού Φιδιών
4023	Αλλαγή επιπέδου
4024	Κεφάλι φιδιού
4025	Κεφάλι φιδιού
4026	Κεφάλι φιδιού
4027	Κεφάλι φιδιού
4030	Λευκό αβγό δράκου
4101	Φύλακας Αποκάλυψης Ζι
4102	Φύλακας Αποκάλυψης Τσου
4103	Φύλακας Αποκάλυψης Γιν
4104	Φύλακας Αποκάλυψης Μάο
4105	Φύλακας Αποκάλυψης Τσεν
4106	Φύλακας Αποκάλυψης Σι
4107	Φύλακας Αποκάλυψης Γου
4108	Φύλακας Αποκάλυψης Γουέι
4109	Φύλακας Αποκάλυψης Σεν
4110	Φύλακας Αποκάλυψης Γιου
4111	Φύλακας Αποκάλυψης Ξιου
4112	Φύλακας Αποκάλυψης Χάι
4121	Φύλακας Αποκάλυψης Ζι
4122	Φύλακας Αποκάλυψης Τσου
4123	Φύλακας Αποκάλυψης Γιν
4124	Φύλακας Αποκάλυψης Μάο
4125	Φύλακας Αποκάλυψης Τσεν
4126	Φύλακας Αποκάλυψης Σι
4127	Φύλακας Αποκάλυψης Γου
4128	Φύλακας Αποκάλυψης Γουέι
4129	Φύλακας Αποκάλυψης Σεν
4130	Φύλακας Αποκάλυψης Γιου
4131	Φύλακας Αποκάλυψης Ξιου
4132	Φύλακας Αποκάλυψης Χάι
4141	Metin της Καταστροφής
4142	Metin Τέλους του Χρόνου
4143	Metin της Κατάρας
4144	Metin της Αποκάλυψης
4145	Δήμιος Ογκ Αποκάλυψης
